,High
2015-05-26,995.5
2015-05-27,1008.4400024414062
2015-05-28,1007.77001953125
2015-05-29,1009.5700073242188
2015-05-30,1011.469970703125
2015-05-31,1022.3099975585938
2015-06-01,991.0499877929688
2015-06-02,994.6199951171876
2015-06-03,986.780029296875
2015-06-04,979.8499755859376
2015-06-05,984.4400024414062
2015-06-06,982.9000244140624
2015-06-07,1105.5799560546877
2015-06-08,1122.7900390625
2015-06-09,1110.5400390625
2015-06-10,1108.969970703125
2015-06-11,1101.93994140625
2015-06-12,1112.6800537109377
2015-06-13,1125.4100341796877
2015-06-14,1130.5999755859375
2015-06-15,1135.5400390625
2015-06-16,1129.6199951171875
2015-06-17,1131.75
2015-06-18,1139.9000244140625
2015-06-19,1138.0
2015-06-20,1131.75
2015-06-21,1138.1600341796875
2015-06-22,1138.800048828125
2015-06-23,1133.4200439453125
2015-06-24,1140.0
2015-06-25,1160.27001953125
2015-06-26,1186.8399658203125
2015-06-27,1213.4100341796875
2015-06-28,1205.3399658203125
2015-06-29,1194.800048828125
2015-06-30,1178.5699462890625
2015-07-01,1179.6500244140625
2015-07-02,1175.199951171875
2015-07-03,1159.27001953125
2015-07-04,1155.8900146484375
2015-07-05,1163.18994140625
2015-07-06,1172.7900390625
2015-07-07,1169.9000244140625
2015-07-08,1173.5999755859375
2015-07-09,1170.8699951171875
2015-07-10,1177.9300537109375
2015-07-11,1182.75
2015-07-12,1194.780029296875
2015-07-13,1192.969970703125
2015-07-14,1191.0
2015-07-15,1179.1700439453125
2015-07-16,1174.6199951171875
2015-07-17,1178.3199462890625
2015-07-18,1187.2900390625
2015-07-19,1190.0999755859375
2015-07-20,1184.0
2015-07-21,1190.0
2015-07-22,1205.489990234375
2015-07-23,1215.8699951171875
2015-07-24,1229.1400146484375
2015-07-25,1253.0799560546875
2015-07-26,1259.3299560546875
2015-07-27,1254.3299560546875
2015-07-28,1276.77001953125
2015-07-29,1305.760009765625
2015-07-30,1339.93994140625
2015-07-31,1314.0
2015-08-01,1304.5999755859375
2015-08-02,1313.0
2015-08-03,1327.449951171875
2015-08-04,1364.9000244140625
2015-08-05,1388.1600341796875
2015-08-06,1378.3399658203125
2015-08-07,1402.530029296875
2015-08-08,1431.3900146484375
2015-08-09,1439.25
2015-08-10,1472.5799560546875
2015-08-11,1459.8800048828125
2015-08-12,1498.0
2015-08-13,1458.97998046875
2015-08-14,1443.989990234375
2015-08-15,1460.989990234375
2015-08-16,1433.75
2015-08-17,1383.5
2015-08-18,1393.81005859375
2015-08-19,1419.719970703125
2015-08-20,1452.06005859375
2015-08-21,1468.93994140625
2015-08-22,1465.800048828125
2015-08-23,1488.77001953125
2015-08-24,1503.489990234375
2015-08-25,1502.5400390625
2015-08-26,1500.0
2015-08-27,1522.8399658203125
2015-08-28,1526.780029296875
2015-08-29,1528.699951171875
2015-08-30,1518.489990234375
2015-08-31,1501.050048828125
2015-09-01,1525.3800048828125
2015-09-02,1542.1300048828125
2015-09-03,1545.9000244140625
2015-09-04,1554.8800048828125
2015-09-05,1578.93994140625
2015-09-06,1605.3299560546875
2015-09-07,1617.5400390625
2015-09-08,1606.43994140625
2015-09-09,1596.9100341796875
2015-09-10,1589.43994140625
2015-09-11,1561.6600341796875
2015-09-12,1587.0
2015-09-13,1590.0
2015-09-14,1573.8499755859375
2015-09-15,1549.02001953125
2015-09-16,1556.989990234375
2015-09-17,1575.969970703125
2015-09-18,1455.9000244140625
2015-09-19,1455.469970703125
2015-09-20,1421.3599853515625
2015-09-21,1414.0
2015-09-22,1415.3900146484375
2015-09-23,1459.56005859375
2015-09-24,1452.5
2015-09-25,1438.47998046875
2015-09-26,1438.3800048828125
2015-09-27,1448.780029296875
2015-09-28,1452.1199951171875
2015-09-29,1459.780029296875
2015-09-30,1447.0
2015-10-01,1507.18994140625
2015-10-02,1533.800048828125
2015-10-03,1568.52001953125
2015-10-04,1561.199951171875
2015-10-05,1548.0
2015-10-06,1539.5
2015-10-07,1469.989990234375
2015-10-08,1529.4200439453125
2015-10-09,1638.0999755859375
2015-10-10,1596.0
2015-10-11,1585.0
2015-10-12,1588.5
2015-10-13,1574.800048828125
2015-10-14,1584.9000244140625
2015-10-15,1606.949951171875
2015-10-16,1596.8800048828125
2015-10-17,1608.0
2015-10-18,1615.5999755859375
2015-10-19,1611.0999755859375
2015-10-20,1611.1800537109375
2015-10-21,1587.800048828125
2015-10-22,1594.4300537109375
2015-10-23,1594.0400390625
2015-10-24,1583.5899658203125
2015-10-25,1592.050048828125
2015-10-26,1589.8900146484375
2015-10-27,1601.8599853515625
2015-10-28,1608.239990234375
2015-10-29,1614.1199951171875
2015-10-30,1621.7900390625
2015-10-31,1626.0
2015-11-01,1635.0
2015-11-02,1646.72998046875
2015-11-03,1665.6800537109375
2015-11-04,1699.0
2015-11-05,1714.5
2015-11-06,1699.9000244140625
2015-11-07,1689.43994140625
2015-11-08,1694.239990234375
2015-11-09,1699.510009765625
2015-11-10,1713.75
2015-11-11,1724.800048828125
2015-11-12,1720.8699951171875
2015-11-13,1726.739990234375
2015-11-14,1736.1099853515625
2015-11-15,1762.9300537109375
2015-11-16,1763.0999755859375
2015-11-17,1743.0
2015-11-18,1705.0
2015-11-19,1701.5699462890625
2015-11-20,1711.949951171875
2015-11-21,1705.5
2015-11-22,1723.4100341796875
2015-11-23,1713.8900146484375
2015-11-24,1725.0
2015-11-25,1710.68994140625
2015-11-26,1715.27001953125
2015-11-27,1739.56005859375
2015-11-28,1750.0
2015-11-29,1756.9599609375
2015-11-30,1798.0
2015-12-01,1815.300048828125
2015-12-02,1841.949951171875
2015-12-03,1851.68994140625
2015-12-04,1858.8800048828125
2015-12-05,1841.0
2015-12-06,1834.8399658203125
2015-12-07,1819.0
2015-12-08,1840.0
2015-12-09,1863.8399658203125
2015-12-10,1844.6800537109373
2015-12-11,1880.050048828125
2015-12-12,1829.5
2015-12-13,1801.8299560546875
2015-12-14,1798.43994140625
2015-12-15,1836.56005859375
2015-12-16,1841.0
2015-12-17,1847.77001953125
2015-12-18,1869.719970703125
2015-12-19,1891.510009765625
2015-12-20,1914.5699462890625
2015-12-21,1899.5
2015-12-22,1925.0
2015-12-23,1921.010009765625
2015-12-24,1916.2099609375
2015-12-25,1905.0
2015-12-26,1888.0
2015-12-27,1891.75
2015-12-28,1897.75
2015-12-29,1905.800048828125
2015-12-30,1919.5
2015-12-31,1916.010009765625
2016-01-01,1927.699951171875
2016-01-02,1941.780029296875
2016-01-03,1998.68994140625
2016-01-04,2025.5699462890625
2016-01-05,2022.3800048828125
2016-01-06,2050.5
2016-01-07,2040.3800048828125
2016-01-08,2007.5
2016-01-09,1975.199951171875
2016-01-10,1973.0400390625
2016-01-11,1988.8800048828125
2016-01-12,2000.0
2016-01-13,2008.760009765625
2016-01-14,1993.6500244140625
2016-01-15,1956.8199462890625
2016-01-16,1958.199951171875
2016-01-17,1940.8299560546875
2016-01-18,1955.0
2016-01-19,1957.31005859375
2016-01-20,1936.8800048828125
2016-01-21,1975.9100341796875
2016-01-22,1995.25
2016-01-23,2016.1600341796875
2016-01-24,2026.52001953125
2016-01-25,2033.18994140625
2016-01-26,2013.3900146484373
2016-01-27,1989.699951171875
2016-01-28,1956.0
2016-01-29,1929.0799560546875
2016-01-30,1902.0
2016-01-31,1896.6800537109373
2016-02-01,1858.56005859375
2016-02-02,1755.4000244140625
2016-02-03,1808.949951171875
2016-02-04,1795.050048828125
2016-02-05,1823.8800048828125
2016-02-06,1845.0
2016-02-07,1830.1500244140625
2016-02-08,1809.0999755859373
2016-02-09,1809.5
2016-02-10,1776.3399658203125
2016-02-11,1777.7099609375
2016-02-12,1794.81005859375
2016-02-13,1698.4599609375
2016-02-14,1665.739990234375
2016-02-15,1540.989990234375
2016-02-16,1623.9100341796875
2016-02-17,1670.449951171875
2016-02-18,1697.43994140625
2016-02-19,1658.0899658203125
2016-02-20,1665.0
2016-02-21,1759.22998046875
2016-02-22,1784.0
2016-02-23,1743.9200439453125
2016-02-24,1708.550048828125
2016-02-25,1677.06005859375
2016-02-26,1673.0
2016-02-27,1624.8199462890625
2016-02-28,1614.47998046875
2016-02-29,1581.18994140625
2016-03-01,1534.75
2016-03-02,1550.0
2016-03-03,1536.199951171875
2016-03-04,1584.81005859375
2016-03-05,1597.6500244140625
2016-03-06,1681.449951171875
2016-03-07,1689.989990234375
2016-03-08,1696.0
2016-03-09,1778.3399658203125
2016-03-10,1770.3399658203125
2016-03-11,1701.050048828125
2016-03-12,1718.9300537109375
2016-03-13,1657.989990234375
2016-03-14,1679.469970703125
2016-03-15,1704.989990234375
2016-03-16,1692.1199951171875
2016-03-17,1642.5699462890625
2016-03-18,1576.1300048828125
2016-03-19,1567.550048828125
2016-03-20,1584.530029296875
2016-03-21,1509.5
2016-03-22,1480.0
2016-03-23,1396.030029296875
2016-03-24,1473.1600341796875
2016-03-25,1469.0
2016-03-26,1513.469970703125
2016-03-27,1520.760009765625
2016-03-28,1553.3599853515625
2016-03-29,1538.0
2016-03-30,1594.0
2016-03-31,1634.56005859375
2016-04-01,1676.6099853515625
2016-04-02,1667.800048828125
2016-04-03,1663.25
2016-04-04,1660.2900390625
2016-04-05,1648.199951171875
2016-04-06,1675.1600341796875
2016-04-07,1705.0
2016-04-08,1700.1700439453125
2016-04-09,1716.199951171875
2016-04-10,1681.8699951171875
2016-04-11,1657.4300537109375
2016-04-12,1657.260009765625
2016-04-13,1683.47998046875
2016-04-14,1645.0
2016-04-15,1632.3800048828125
2016-04-16,1676.949951171875
2016-04-17,1736.4100341796875
2016-04-18,1673.06005859375
2016-04-19,1649.6300048828125
2016-04-20,1665.260009765625
2016-04-21,1672.260009765625
2016-04-22,1625.5400390625
2016-04-23,1588.5899658203125
2016-04-24,1609.2900390625
2016-04-25,1639.4000244140625
2016-04-26,1656.3800048828125
2016-04-27,1637.9000244140625
2016-04-28,1628.9100341796875
2016-04-29,1634.0
2016-04-30,1634.9300537109375
2016-05-01,1623.56005859375
2016-05-02,1634.93994140625
2016-05-03,1654.5999755859375
2016-05-04,1639.989990234375
2016-05-05,1641.81005859375
2016-05-06,1651.77001953125
2016-05-07,1674.260009765625
2016-05-08,1709.4300537109375
2016-05-09,1707.800048828125
2016-05-10,1697.75
2016-05-11,1669.75
2016-05-12,1622.719970703125
2016-05-13,1672.2900390625
2016-05-14,1684.27001953125
2016-05-15,1700.0
2016-05-16,1702.0
2016-05-17,1718.800048828125
2016-05-18,1750.0
2016-05-19,1784.1600341796875
2016-05-20,1799.5
2016-05-21,1823.75
2016-05-22,1818.97998046875
2016-05-23,1782.6800537109375
2016-05-24,1805.77001953125
2016-05-25,1787.5
2016-05-26,1777.9300537109375
2016-05-27,1792.8599853515625
2016-05-28,1815.6700439453125
2016-05-29,1820.0
2016-05-30,1830.0
2016-05-31,1828.75
2016-06-01,1838.5799560546875
2016-06-02,1850.199951171875
2016-06-03,1853.0899658203125
2016-06-04,1848.0
2016-06-05,1849.949951171875
2016-06-06,1851.5
2016-06-07,1846.8499755859373
2016-06-08,1869.77001953125
2016-06-09,1876.469970703125
2016-06-10,1870.8199462890625
2016-06-11,1888.4200439453125
2016-06-12,1929.260009765625
2016-06-13,1929.68994140625
2016-06-14,1922.449951171875
2016-06-15,1951.0
2016-06-16,1956.3399658203125
2016-06-17,1935.7099609375
2016-06-18,1943.6400146484373
2016-06-19,1921.550048828125
2016-06-20,1964.4000244140625
2016-06-21,1959.0
2016-06-22,1949.0999755859373
2016-06-23,1935.3699951171875
2016-06-24,1909.4000244140625
2016-06-25,1903.7900390625
2016-06-26,1846.5400390625
2016-06-27,1852.43994140625
2016-06-28,1874.4300537109373
2016-06-29,1917.510009765625
2016-06-30,1910.530029296875
2016-07-01,1867.780029296875
2016-07-02,1879.0
2016-07-03,1871.489990234375
2016-07-04,1844.0
2016-07-05,1841.760009765625
2016-07-06,1849.27001953125
2016-07-07,1830.0
2016-07-08,1829.469970703125
2016-07-09,1795.5899658203125
2016-07-10,1766.2900390625
2016-07-11,1730.8199462890625
2016-07-12,1752.0
2016-07-13,1760.0
2016-07-14,1806.25
2016-07-15,1884.8699951171875
2016-07-16,1893.699951171875
2016-07-17,1865.0
2016-07-18,1883.0899658203125
2016-07-19,1876.0
2016-07-20,1895.68994140625
2016-07-21,1921.6700439453125
2016-07-22,1919.5799560546875
2016-07-23,1935.199951171875
2016-07-24,1925.949951171875
2016-07-25,1916.8599853515625
2016-07-26,1916.3900146484373
2016-07-27,1903.800048828125
2016-07-28,1911.239990234375
2016-07-29,1912.93994140625
2016-07-30,1929.8199462890625
2016-07-31,1934.7900390625
2016-08-01,1941.5899658203125
2016-08-02,1945.9000244140625
2016-08-03,1956.0
2016-08-04,1990.010009765625
2016-08-05,2024.93994140625
2016-08-06,2035.800048828125
2016-08-07,2017.0
2016-08-08,2022.9000244140625
2016-08-09,2026.3199462890625
2016-08-10,2012.0
2016-08-11,1987.5
2016-08-12,1996.0
2016-08-13,1989.0
2016-08-14,1997.7900390625
2016-08-15,2001.300048828125
2016-08-16,2001.199951171875
2016-08-17,1950.9000244140625
2016-08-18,1932.22998046875
2016-08-19,1909.8900146484373
2016-08-20,1899.550048828125
2016-08-21,1897.9200439453125
2016-08-22,1846.3599853515625
2016-08-23,1788.6700439453125
2016-08-24,1793.77001953125
2016-08-25,1798.9300537109375
2016-08-26,1834.260009765625
2016-08-27,1831.0899658203125
2016-08-28,1800.97998046875
2016-08-29,1831.739990234375
2016-08-30,1795.6500244140625
2016-08-31,1788.0
2016-09-01,1802.9100341796875
2016-09-02,1826.0
2016-09-03,1816.8199462890625
2016-09-04,1829.5799560546875
2016-09-05,1829.4100341796875
2016-09-06,1804.9000244140625
2016-09-07,1770.0
2016-09-08,1779.4000244140625
2016-09-09,1767.8599853515625
2016-09-10,1798.550048828125
2016-09-11,1799.739990234375
2016-09-12,1800.800048828125
2016-09-13,1807.6300048828125
2016-09-14,1842.0
2016-09-15,1840.6500244140625
2016-09-16,1850.0
2016-09-17,1825.81005859375
2016-09-18,1833.4200439453125
2016-09-19,1853.6600341796875
2016-09-20,1846.1199951171875
2016-09-21,1825.68994140625
2016-09-22,1823.989990234375
2016-09-23,1822.06005859375
2016-09-24,1832.5699462890625
2016-09-25,1830.6300048828125
2016-09-26,1792.699951171875
2016-09-27,1795.7099609375
2016-09-28,1773.0
2016-09-29,1763.3699951171875
2016-09-30,1749.1199951171875
2016-10-01,1737.4599609375
2016-10-02,1755.5999755859375
2016-10-03,1728.8900146484375
2016-10-04,1725.0
2016-10-05,1740.5799560546875
2016-10-06,1747.8299560546875
2016-10-07,1727.0
2016-10-08,1729.949951171875
2016-10-09,1738.2900390625
2016-10-10,1745.449951171875
2016-10-11,1741.8900146484375
2016-10-12,1776.449951171875
2016-10-13,1786.239990234375
2016-10-14,1798.8499755859375
2016-10-15,1793.97998046875
2016-10-16,1785.8800048828125
2016-10-17,1789.780029296875
2016-10-18,1770.050048828125
2016-10-19,1788.3399658203125
2016-10-20,1764.2099609375
2016-10-21,1778.699951171875
2016-10-22,1777.0
2016-10-23,1782.3800048828125
2016-10-24,1792.0
2016-10-25,1797.449951171875
2016-10-26,1815.06005859375
2016-10-27,1810.25
2016-10-28,1802.5
2016-10-29,1805.9000244140625
2016-10-30,1789.8800048828125
2016-10-31,1780.0
2016-11-01,1786.219970703125
2016-11-02,1775.0
2016-11-03,1766.5899658203125
2016-11-04,1761.6800537109375
2016-11-05,1753.699951171875
2016-11-06,1760.6800537109375
2016-11-07,1762.52001953125
2016-11-08,1746.8699951171875
2016-11-09,1746.4300537109375
2016-11-10,1777.4200439453125
2016-11-11,1797.030029296875
2016-11-12,1824.5
2016-11-13,1824.68994140625
2016-11-14,1805.550048828125
2016-11-15,1772.8699951171875
2016-11-16,1789.0899658203125
2016-11-17,1763.5
2016-11-18,1754.4000244140625
2016-11-19,1766.8900146484375
2016-11-20,1750.6700439453125
2016-11-21,1750.0
2016-11-22,1764.0
2016-11-23,1768.989990234375
2016-11-24,1769.5
2016-11-25,1792.0
2016-11-26,1798.199951171875
2016-11-27,1792.989990234375
2016-11-28,1802.969970703125
2016-11-29,1793.0
2016-11-30,1795.5699462890625
2016-12-01,1870.4599609375
2016-12-02,1901.4000244140625
2016-12-03,1884.0
2016-12-04,1853.260009765625
2016-12-05,1898.010009765625
2016-12-06,1886.199951171875
2016-12-07,1903.68994140625
2016-12-08,1913.8900146484373
2016-12-09,1911.0
2016-12-10,1917.8199462890625
2016-12-11,1906.93994140625
2016-12-12,1898.0
2016-12-13,1887.1099853515625
2016-12-14,1878.8599853515625
2016-12-15,1885.5899658203125
2016-12-16,1886.6400146484373
2016-12-17,1894.27001953125
2016-12-18,1902.5
2016-12-19,1889.97998046875
2016-12-20,1894.989990234375
2016-12-21,1841.0
2016-12-22,1858.1099853515625
2016-12-23,1874.75
2016-12-24,1872.8699951171875
2016-12-25,2055.719970703125
2016-12-26,2048.5
2016-12-27,2059.800048828125
2016-12-28,2071.02001953125
2016-12-29,2056.300048828125
2016-12-30,2098.530029296875
